,symbol,price
1743,ENSBUSD,13.29000000
1744,ENSUSDT,13.29000000
1745,SANDETH,0.00065800
1746,DOTETH,0.00490600
1747,MATICETH,0.00032450
1748,ANKRBUSD,0.03855000
1749,SANDTRY,21.47000000
1750,MANABRL,5.53000000
1751,KP3RUSDT,164.51000000
1752,QIUSDT,0.01390000
1753,QIBUSD,0.01380000
1754,QIBNB,0.00009910
1755,QIBTC,0.00000045
1756,PORTOBTC,0.00008390
1757,PORTOUSDT,2.53540000
1758,PORTOTRY,40.63000000
1759,PORTOEUR,2.43510000
1760,POWRUSDT,0.25580000
1761,POWRBUSD,0.25480000
1762,AVAXETH,0.01511000
1763,SLPTRY,0.08640000
1764,FISTRY,8.87000000
1765,LRCTRY,7.95000000
1766,CHRETH,0.00010710
1767,FISBIDR,9124.00
1768,VGXUSDT,0.78100000
1769,GALAETH,0.00004071
1770,JASMYUSDT,0.01217300
1771,JASMYBUSD,0.01215700
1772,JASMYBNB,0.00003903
1773,JASMYBTC,0.00000040
1774,AMPBTC,0.00000044
1775,AMPBNB,0.00003999
1776,AMPBUSD,0.01342000
1777,AMPUSDT,0.01341000
1778,PLABTC,0.00001784
1779,PLABNB,0.00173800
1780,PLABUSD,0.53900000
1781,PLAUSDT,0.54000000
1782,PYRBTC,0.00015810
1783,PYRBUSD,4.78000000
1784,PYRUSDT,4.78000000
1785,RNDRBTC,0.00003000
1786,RNDRUSDT,0.90900000
1787,RNDRBUSD,0.90700000
1788,ALCXBTC,0.00115300
1789,ALCXBUSD,34.80000000
1790,ALCXUSDT,34.90000000
1791,SANTOSBTC,0.00015338
1792,SANTOSUSDT,4.64000000
1793,SANTOSBRL,22.90000000
1794,SANTOSTRY,74.40000000
1795,MCBTC,0.00003550
1796,MCBUSD,1.06000000
1797,MCUSDT,1.07000000
1798,BELTRY,5.38000000
1799,COCOSBUSD,0.76880000
1800,DENTTRY,0.01686000
1801,ENJTRY,11.13000000
1802,NEORUB,638.00000000
1803,SANDAUD,1.89320000
1804,SLPBIDR,79.10
1805,ANYBTC,0.00026020
1806,ANYBUSD,12.33000000
1807,ANYUSDT,12.30000000
1808,BICOBTC,0.00002310
1809,BICOBUSD,0.69600000
1810,BICOUSDT,0.69700000
1811,FLUXBTC,0.00002272
1812,FLUXBUSD,0.68700000
1813,FLUXUSDT,0.68700000
1814,ALICETRY,47.60000000
1815,FXSUSDT,6.45500000
1816,GALABRL,0.40900000
1817,GALATRY,1.32800000
1818,LUNATRY,0.00090000
1819,REQBUSD,0.11360000
1820,SANDBRL,6.59000000
1821,MANABIDR,16439.00
1822,SANDBIDR,19804.00
1823,VOXELBTC,0.00002055
1824,VOXELBNB,0.00197440
1825,VOXELBUSD,0.61900000
1826,VOXELUSDT,0.62070000
1827,COSBUSD,0.00812000
1828,CTXCBUSD,0.13350000
1829,FTMTRY,5.58000000
1830,MANABNB,0.00359100
1831,MINATRY,16.61000000
1832,XTZTRY,28.33000000
1833,HIGHBTC,0.00007540
1834,HIGHBUSD,2.27000000
1835,HIGHUSDT,2.26000000
1836,CVXBTC,0.00034740
1837,CVXBUSD,10.49000000
1838,CVXUSDT,10.52000000
1839,PEOPLEBTC,0.00000064
1840,PEOPLEBUSD,0.01920000
1841,PEOPLEUSDT,0.01920000
1842,OOKIBUSD,0.00542000
1843,OOKIUSDT,0.00545000
1844,COCOSTRY,12.34000000
1845,GXSBNB,0.00453800
1846,LINKBNB,0.02313000
1847,LUNAETH,0.00000003
1848,MDTBUSD,0.03505000
1849,NULSBUSD,0.22050000
1850,SPELLBTC,0.00000012
1851,SPELLUSDT,0.00136000
1852,SPELLBUSD,0.00136000
1853,USTBTC,0.00002476
1854,USTBUSD,0.06743016
1855,USTUSDT,0.24577900
1856,JOEBTC,0.00001377
1857,JOEBUSD,0.41700000
1858,JOEUSDT,0.41500000
1859,ATOMETH,0.00588000
1860,DUSKBUSD,0.13350000
1861,EGLDETH,0.04506000
1862,ICPETH,0.00403500
1863,LUNABRL,0.00030000
1864,LUNAUST,0.00004900
1865,NEARETH,0.00293400
1866,ROSEBNB,0.00021790
1867,VOXELETH,0.00030420
1868,ALICEBNB,0.00953000
1869,ATOMTRY,192.00000000
1870,ETHUST,8239.72000000
1871,GALAAUD,0.11694000
1872,LRCBNB,0.00159300
1873,ONEETH,0.00002350
1874,OOKIBNB,0.00001742
1875,ACHBTC,0.00000054
1876,ACHBUSD,0.01640000
1877,ACHUSDT,0.01641000
1878,IMXBTC,0.00002936
1879,IMXBUSD,0.88600000
1880,IMXUSDT,0.88700000
1881,GLMRBTC,0.00004005
1882,GLMRBUSD,1.21190000
1883,GLMRUSDT,1.21170000
1884,ATOMBIDR,307866.00
1885,DYDXETH,0.00159100
1886,FARMETH,0.03152000
1887,FORBNB,0.00009710
1888,ICPTRY,132.00000000
1889,JASMYETH,0.00000594
1890,LINABNB,0.00007811
1891,OOKIETH,0.00000268
1892,ROSEETH,0.00003340
1893,UMABUSD,3.10800000
1894,UNIETH,0.00263700
1895,XTZETH,0.00086700
1896,LOKABTC,0.00004233
1897,LOKABNB,0.00410310
1898,LOKABUSD,1.27990000
1899,LOKAUSDT,1.28030000
1900,ATOMBRL,59.20000000
1901,BNBUST,1129.30000000
1902,CRVETH,0.00056800
1903,HIGHBNB,0.00735000
1904,NEARRUB,364.00000000
1905,ROSETRY,1.09000000
1906,SCRTUSDT,2.00700000
1907,API3BTC,0.00006173
1908,API3BUSD,1.87100000
1909,API3USDT,1.87000000
1910,BTTCUSDT,0.00000114
1911,BTTCUSDC,0.00000113
1912,BTTCTRY,0.00001813
1913,ACABTC,0.00001298
1914,ACABUSD,0.38900000
1915,ACAUSDT,0.39100000
1916,ANCBTC,0.00000334
1917,ANCBUSD,0.10093000
1918,ANCUSDT,0.10101000
1919,BDOTDOT,0.61050000
1920,XNOBTC,0.00003626
1921,XNOETH,0.00054060
1922,XNOBUSD,1.09200000
1923,XNOUSDT,1.09900000
1924,COSTRY,0.13000000
1925,KAVAETH,0.00124200
1926,MCBNB,0.00345000
1927,ONETRY,0.77300000
1928,WOOBTC,0.00000649
1929,WOOBNB,0.00063100
1930,WOOBUSD,0.19610000
1931,WOOUSDT,0.19650000
1932,CELRETH,0.00000900
1933,PEOPLEBNB,0.00006150
1934,SLPBNB,0.00001726
1935,SPELLBNB,0.00000435
1936,SPELLTRY,0.02192000
1937,TFUELBUSD,0.06610000
1938,AXSTRY,341.90000000
1939,DARTRY,7.57000000
1940,NEARTRY,95.50000000
1941,IDEXBNB,0.00029430
1942,ALPINEEUR,3.56230000
1943,ALPINETRY,60.55000000
1944,ALPINEUSDT,3.77140000
1945,ALPINEBTC,0.00012473
1946,TUSDT,0.05080000
1947,TBUSD,0.05070000
1948,API3BNB,0.00605000
1949,BETAETH,0.00005690
1950,INJTRY,38.11000000
1951,TLMBNB,0.00010990
1952,ASTRBUSD,0.05980000
1953,ASTRUSDT,0.06010000
1954,API3TRY,30.04000000
1955,GLMRBNB,0.00387800
1956,MBOXTRY,17.86000000
1957,NBTBIDR,195.70
1958,NBTUSDT,0.01338000
1959,GMTBTC,0.00004645
1960,GMTBNB,0.00450315
1961,GMTBUSD,1.40305000
1962,GMTUSDT,1.40403000
1963,ANCBNB,0.00032450
1964,ATOMEUR,11.31000000
1965,GALAEUR,0.07758000
1966,KSMETH,0.03949000
1967,UMATRY,49.80000000
1968,KDABTC,0.00008670
1969,KDABUSD,2.62200000
1970,KDAUSDT,2.62200000
1971,APEUSDT,8.05790000
1972,APEBUSD,8.05000000
1973,APEBTC,0.00026642
1974,ALPINEBUSD,3.76580000
1975,LUNAGBP,0.00005000
1976,NEAREUR,5.64200000
1977,TWTTRY,10.94000000
1978,WAVESEUR,5.69000000
1979,APEEUR,7.61700000
1980,APEGBP,6.41760000
1981,APETRY,129.10000000
1982,BSWUSDT,0.59760000
1983,BSWBUSD,0.59700000
1984,BSWBNB,0.00191880
1985,APEBNB,0.02585000
1986,GMTBRL,6.92000000
1987,GMTETH,0.00068980
1988,JASMYTRY,0.19526700
1989,SANTOSBUSD,4.63300000
1990,APEAUD,11.40610000
1991,BIFIUSDT,651.10000000
1992,GMTEUR,1.32871000
1993,IMXBNB,0.00283900
1994,RUNEETH,0.00150000
1995,AVAXGBP,24.70000000
1996,MULTIBTC,0.00021370
1997,MULTIBUSD,6.43000000
1998,MULTIUSDT,6.44000000
1999,APEETH,0.00395800
2000,BSWETH,0.00029330
2001,FILTRY,130.60000000
2002,FTMEUR,0.33050000
2003,GMTGBP,1.12428000
2004,ZILTRY,0.83000000
2005,GMTTRY,22.50000000
2006,WAVESTRY,96.90000000
2007,BTCUST,121179.88000000
2008,ASTRBTC,0.00000200
2009,ASTRETH,0.00002958
2010,BSWTRY,9.58000000
2011,FTTETH,0.01508000
2012,FUNBNB,0.00002899
2013,PORTOBUSD,2.53110000
2014,STEEMUSDT,0.26910000
2015,ZILEUR,0.04974000
2016,APEBRL,39.84000000
2017,AUDIOTRY,6.85000000
2018,BTTCBUSD,0.00000114
2019,GMTAUD,1.96873000
2020,MBLBUSD,0.00537100
2021,MOBUSDT,1.92400000
2022,MOBBUSD,1.92400000
2023,MOBBTC,0.00006365
2024,NEXOUSDT,1.35200000
2025,NEXOBUSD,1.35000000
2026,NEXOBTC,0.00004462
2027,REIUSDT,0.05470000
2028,REIBNB,0.00017510
2029,REIETH,0.00002726
2030,GALUSDT,5.80300000
2031,GALBUSD,5.80100000
2032,GALBNB,0.01861000
2033,GALBTC,0.00019191
2034,JASMYEUR,0.01158500
2035,KNCBNB,0.00873900
2036,SHIBGBP,0.00000947
2037,GALEUR,5.49600000
2038,GALTRY,93.50000000
2039,LDOBUSD,1.44400000
2040,LDOUSDT,1.44300000
2041,LDOBTC,0.00004789
2042,ENSTRY,214.40000000
2043,DAREUR,0.44340000
2044,DARETH,0.00023130
2045,ALGOETH,0.00021940
2046,ALGOTRY,7.13900000
2047,GALETH,0.00284100
